iter	Logloss
123	0.5866801262
124	0.586597201
125	0.5864906317
126	0.5864023072
127	0.5863278153
128	0.5862302981
129	0.5861522259
130	0.5860066692
131	0.5858967922
132	0.5858286535
133	0.5857376736
134	0.5856454045
135	0.5855523403
136	0.5854689404
137	0.5853294251
138	0.585249654
139	0.5851591628
140	0.585047836
141	0.5849598155
142	0.5848832552
143	0.5848119259
144	0.5846904035
145	0.5845941186
146	0.584494788
147	0.5843877177
148	0.5842854112
149	0.5842061168
150	0.5841239809
151	0.5840029636
152	0.5839188298
153	0.5838681194
154	0.583812208
155	0.5837293387
156	0.5836417394
157	0.5835695269
158	0.5834910295
159	0.5834059466
160	0.5833203047
161	0.5832567825
162	0.5831477182
163	0.5830756994
164	0.5829789314
165	0.5829196242
166	0.582839526
167	0.5827327029
168	0.5826953808
169	0.5825773691
170	0.5825147246
171	0.5823982671
172	0.5823177843
173	0.582232588
174	0.582156376
175	0.5820814208
176	0.5820077563
177	0.5819379067
178	0.5818745492
179	0.5818159935
180	0.5817281494
181	0.5816461019
182	0.5815665923
183	0.5814723078
184	0.5813850551
185	0.5813080798
186	0.5812286131
187	0.5811040875
188	0.5810146316
189	0.5809587569
190	0.5808464151
191	0.5807522119
192	0.5806811601
193	0.580609239
194	0.5805046585
195	0.5804057693
196	0.580341902
197	0.5802860502
198	0.5802101708
199	0.5801435523
200	0.5800501923
201	0.5799562666
202	0.5798116882
203	0.5797351402
204	0.5796797083
205	0.5796706149
206	0.5795895881
207	0.5795065104
208	0.5794270396
209	0.5793587881
210	0.57929755
211	0.5792388522
212	0.5791730552
213	0.5790601939
214	0.5789351348
215	0.5788745928
216	0.5788188541
217	0.5787715296
218	0.5786947295
219	0.5786408502
220	0.5785684422
221	0.5784780051
222	0.5784101858
223	0.5783296401
224	0.5782518415
225	0.5781777719
226	0.5781361518
227	0.5780603045
228	0.5779976436
229	0.5778837183
230	0.5778352663
231	0.5777463844
232	0.5776193334
233	0.5775422732
234	0.5774703327
235	0.5774033529
236	0.5773332303
237	0.5772361257
238	0.5771437318
239	0.5770786215
240	0.5770324899
241	0.5769105249
242	0.5768532062
243	0.5767418012
244	0.5766256391
245	0.5765732796
246	0.576484075
247	0.5764244979
248	0.5763235333
249	0.5762506109
250	0.5761624991
251	0.57610169
252	0.5760328983
253	0.5759461103
254	0.5758579934
255	0.5757287417
256	0.5756319116
257	0.5755764402
258	0.5755049387
259	0.5754179595
260	0.5753157891
261	0.5752513957
262	0.5751339831
263	0.5750253012
264	0.5749161919
265	0.5748330797
266	0.5747507196
267	0.574684655
268	0.5746151207
269	0.5745501471
270	0.5744108954
271	0.5742710609
272	0.5741330502
273	0.5740427599
274	0.5739515841
275	0.5738052842
276	0.5737158327
277	0.5736304503
278	0.5735497684
279	0.5734591967
280	0.5733835221
281	0.5732905166
282	0.5731971581
283	0.5731302242
284	0.5730400876
285	0.5729358072
286	0.5728047349
287	0.5726693065
288	0.5725734625
289	0.5724490485
290	0.572326279
291	0.5721975005
292	0.5721157344
293	0.572035456
294	0.57193921
295	0.5718368272
296	0.5717506985
297	0.5716386617
298	0.5715184403
299	0.5714279159
300	0.5713273402
301	0.5712329537
302	0.5711620866
303	0.5710815994
304	0.5710017184
305	0.57094058
306	0.5708454215
307	0.5707338845
308	0.5706355561
309	0.5705206661
310	0.5704211451
311	0.5702969919
312	0.5701764797
313	0.5700732491
314	0.5699862425
315	0.5698760909
316	0.5697925505
317	0.5696820153
318	0.5695756597
319	0.5694812036
320	0.5694177032
321	0.5693315
322	0.5692446968
323	0.5691595612
324	0.5690715997
325	0.5689717036
326	0.5688977141
327	0.5687901556
328	0.5687146359
329	0.5686194505
330	0.568514888
331	0.5684160233
332	0.5683278191
333	0.5682031379
334	0.5681063037
335	0.5679931705
336	0.5679282627
337	0.5678349644
338	0.5677489417
339	0.5676688496
340	0.5676076502
341	0.5674928511
342	0.5674100083
343	0.5673230544
344	0.5672341029
345	0.5671150798
346	0.567021604
347	0.5669264541
348	0.5668271821
349	0.5667320388
350	0.5666305491
351	0.5665446815
352	0.5664432729
353	0.5663462008
354	0.5662769802
355	0.5662026415
356	0.5661058278
357	0.5659863767
358	0.5658925883
359	0.5658038761
360	0.5657214057
361	0.5655886465
362	0.5654942647
363	0.5654113556
364	0.5653239003
365	0.5652195776
366	0.565137806
367	0.5650859798
368	0.5649572183
369	0.5648893866
370	0.5648111777
371	0.5647175019
372	0.5646167696
373	0.5645529784
374	0.5644776533
375	0.5643892454
376	0.5642783601
377	0.5641796581
378	0.5640788936
379	0.5639814031
380	0.5638786001
381	0.5637936788
382	0.563716196
383	0.5636388406
384	0.5635628567
385	0.563458556
386	0.5633650497
387	0.5632713584
388	0.5631867585
389	0.5631060651
390	0.5630360441
391	0.5629277834
392	0.5628534917
393	0.5627647033
394	0.562679361
395	0.5625929359
396	0.5625269966
397	0.5624524534
398	0.5623786637
399	0.5623028636
400	0.5622056439
401	0.5621137281
402	0.5620260156
403	0.5619376792
404	0.5618570908
405	0.5617740011
406	0.5616857089
407	0.561605161
408	0.5614965637
409	0.5613918893
410	0.5613164561
411	0.5612296913
412	0.5611226125
413	0.5610414089
414	0.5609607224
415	0.5608886855
416	0.5607915563
417	0.5607045529
418	0.5606316678
419	0.5605374091
420	0.5604514067
421	0.5603722964
422	0.5602738802
423	0.5601935268
424	0.5601020701
425	0.5600172841
426	0.5599263546
427	0.5598289023
428	0.5597468803
429	0.559650238
430	0.5595699592
431	0.5594985334
432	0.5594127308
433	0.559345275
434	0.5592637492
435	0.5591857278
436	0.5591016495
437	0.5590392272
438	0.5589218255
439	0.5588610214
440	0.5587924277
441	0.5587089027
442	0.5586397709
443	0.5585515262
444	0.5584588915
445	0.5583716505
446	0.5583015134
447	0.5581908344
448	0.5581204686
449	0.5580311436
450	0.5579512401
451	0.55786501
452	0.5577574239
453	0.5576615719
454	0.5576006182
455	0.5575085511
456	0.5574265111
457	0.5573333276
458	0.55724946
459	0.5571658152
460	0.5570818101
461	0.5569684995
462	0.556874896
463	0.5567667321
464	0.5566719941
465	0.5565992504
466	0.5565254036
467	0.5564494301
468	0.5563633727
469	0.556262696
470	0.5561868917
471	0.5561289703
472	0.5560474453
473	0.5559650938
474	0.5558981828
475	0.5558249731
476	0.5557687889
477	0.5556704755
478	0.5555958222
479	0.55551383
480	0.5554232644
481	0.5553605785
482	0.5552622541
483	0.5551538144
484	0.5550781758
485	0.554993238
486	0.5549104936
487	0.5548110023
488	0.5547190197
489	0.5546251319
490	0.554558026
491	0.5544667925
492	0.5543828961
493	0.554286678
494	0.5542065789
495	0.5541220384
496	0.5540387302
497	0.5539632435
498	0.5538806184
499	0.5537968221
500	0.5537138504
501	0.5536500859
502	0.5535567065
503	0.5534701469
504	0.5533791876
505	0.5533215094
506	0.5532262306
507	0.5531551722
508	0.5530448873
509	0.5529829273
510	0.5529285528
511	0.5528743044
512	0.5527808934
513	0.5527434259
514	0.5526660237
515	0.5525754774
516	0.552494861
517	0.5524329682
518	0.5523758326
519	0.5523234451
520	0.5522622119
521	0.5521967295
522	0.552122859
523	0.5520570871
524	0.5519759807
525	0.5518957578
526	0.5518167588
527	0.5517252612
528	0.5516510235
529	0.5515713497
530	0.5515018246
531	0.5514222154
532	0.5513158266
533	0.5512266472
534	0.55114686
535	0.5510568967
536	0.5509476308
537	0.5508498156
538	0.5507657545
539	0.550692327
540	0.5505982948
541	0.5505214803
542	0.5504442655
543	0.5503798805
544	0.5503030856
545	0.5502257734
546	0.5501556603
547	0.5500448785
548	0.5499574959
549	0.5498780868
550	0.5497885111
551	0.5497053154
552	0.5496168571
553	0.5495317218
554	0.5494493756
555	0.5493865144
556	0.5493530348
557	0.5492779043
558	0.5492055154
559	0.5491479637
560	0.5490821408
561	0.5490000782
562	0.5489260988
563	0.5488578627
564	0.5487744846
565	0.5487075512
566	0.5486180831
567	0.5485369696
568	0.5484562007
569	0.5483470353
570	0.5482629589
571	0.5481833886
572	0.5481162963
573	0.5480578368
574	0.5479969138
575	0.5479201508
576	0.5478090664
577	0.547725491
578	0.5476640554
579	0.5475635183
580	0.5475046411
581	0.5474407766
582	0.547359176
583	0.5473035315
584	0.5472072012
585	0.5471348854
586	0.5470437496
587	0.5469811817
588	0.5469076016
589	0.5468331537
590	0.5467738053
591	0.5466858687
592	0.5466032976
593	0.5465223782
594	0.5464484828
595	0.5463859238
596	0.5463066378
597	0.5462117572
598	0.5461473272
599	0.5460556502
600	0.5459773922
601	0.5459116837
602	0.5458435249
603	0.5457932493
604	0.5457139165
605	0.54562623
606	0.545533745
607	0.5454526819
608	0.5453688908
609	0.5452890477
610	0.5452248392
611	0.545173407
612	0.5450767512
613	0.544983257
614	0.5449274085
615	0.5448609615
616	0.5447921098
617	0.5446965916
618	0.544620545
619	0.5445383095
620	0.5444573728
621	0.5443995075
622	0.5443365813
623	0.5442495917
624	0.544162299
625	0.5440802106
626	0.5439774346
627	0.5439134738
628	0.5438355749
629	0.5437802429
630	0.5437019536
631	0.5436276882
632	0.5435620611
633	0.5435009976
634	0.5434147665
635	0.5433199584
636	0.5432114688
637	0.5431287829
638	0.5430470646
639	0.5429756366
640	0.5429222155
641	0.5428499718
642	0.5427854016
643	0.5426918203
644	0.5426183731
645	0.5425569082
646	0.5424657079
647	0.5423739607
648	0.5423060133
649	0.5422276174
650	0.5421510931
651	0.5420880437
652	0.5420065434
653	0.5419139326
654	0.5418639285
655	0.5417818169
656	0.5417169411
657	0.5416283812
658	0.5415349362
659	0.5414535848
660	0.5413898133
661	0.5413131252
662	0.5412400512
663	0.5411846176
664	0.5411156338
665	0.5410544339
666	0.5409874354
667	0.5409102969
668	0.5408584381
669	0.5407916537
670	0.5407173047
671	0.5406315531
672	0.5405623972
673	0.5405059882
674	0.540464191
675	0.5403782157
676	0.5403030842
677	0.5402233925
678	0.5401631623
679	0.540092214
680	0.5400163561
681	0.5399645953
682	0.5398943946
683	0.5398273454
684	0.5397637405
685	0.539703732
686	0.5396462311
687	0.5395664627
688	0.5395133608
689	0.5394346019
690	0.5393484862
691	0.5392413159
692	0.5391746431
693	0.5391199222
694	0.5390374812
695	0.5389370542
696	0.5388692315
697	0.5387982902
698	0.5387383842
699	0.5386861248
700	0.5385921643
701	0.5384887621
702	0.5384095641
703	0.5383424198
704	0.5382768621
705	0.5381796895
706	0.5381251769
707	0.538060533
708	0.537973315
709	0.5378998439
710	0.5378097662
711	0.5377261003
712	0.5376306114
713	0.5375639215
714	0.5374761966
715	0.5374090961
716	0.5373644831
717	0.5372745518
718	0.5372049796
719	0.537101802
720	0.5370370311
721	0.536970065
722	0.5368808712
723	0.5367960239
724	0.5366914879
725	0.5366241746
726	0.536540693
727	0.5364896279
728	0.5364309339
729	0.5363807701
730	0.5363120913
731	0.5362465541
732	0.5361819514
733	0.5361317015
734	0.5360546995
735	0.5359728611
736	0.5359007869
737	0.535855485
738	0.5357960447
739	0.5357304615
740	0.5356534332
741	0.5356045768
742	0.5355377019
743	0.5354735471
744	0.5353944572
745	0.5352991068
746	0.5352478623
747	0.5351815828
748	0.5351203945
749	0.5350385049
750	0.5349764266
751	0.5349135278
752	0.5348557406
753	0.5348363481
754	0.5347686249
755	0.5347082423
756	0.5346546285
757	0.5345853541
758	0.5345005616
759	0.5344244754
760	0.5343599238
761	0.5343011378
762	0.5342077109
763	0.5341497258
764	0.5340877421
765	0.5340313149
766	0.5339685125
767	0.5338860158
768	0.5338146365
769	0.5337356348
770	0.5336600151
771	0.5336135113
772	0.5335525386
773	0.5334714145
774	0.5334067683
775	0.5333419949
776	0.5332286097
777	0.5331468524
778	0.5330691075
779	0.5329956717
780	0.5329354928
781	0.532866651
782	0.532794552
783	0.5327345487
784	0.532656146
785	0.5326076893
786	0.5325494088
787	0.5324732798
788	0.5323795322
789	0.5323288665
790	0.5322816737
791	0.5322019347
792	0.5321360447
793	0.5320765521
794	0.5320277526
795	0.5319576046
796	0.5318968265
797	0.5318443378
798	0.5317608649
799	0.5316747363
800	0.5315857944
801	0.5315311165
802	0.5314807684
803	0.5314369259
804	0.5313624103
805	0.5312948726
806	0.5312375082
807	0.5311745235
808	0.5311184674
809	0.5310361377
810	0.5309813488
811	0.5308873917
812	0.5308184191
813	0.530757795
814	0.5307047919
815	0.5306519776
816	0.5305748983
817	0.5305239938
818	0.5304599292
819	0.5303984885
820	0.5303224707
821	0.5302503407
822	0.5301755928
823	0.530085212
824	0.5300014003
825	0.5299358185
826	0.5298774096
827	0.5297938467
828	0.5297009401
829	0.5296433638
830	0.5295755066
831	0.5294994696
832	0.5294218322
833	0.5292991416
834	0.5292302648
835	0.5291473101
836	0.52906765
837	0.5290138602
838	0.5289540448
839	0.5288957561
840	0.5288294477
841	0.5287577657
842	0.5287001516
843	0.5286275149
844	0.5285312663
845	0.5284660646
846	0.5284412177
847	0.5283624347
848	0.5283026675
849	0.5282514101
850	0.5281898747
851	0.5281219642
852	0.528061281
853	0.5279909128
854	0.5279113013
855	0.5278569897
856	0.5277972358
857	0.5277716349
858	0.5277247619
859	0.5276656008
860	0.5275867231
861	0.5275308105
862	0.5274723873
863	0.5274191347
864	0.5273400029
865	0.5272793035
866	0.5272092895
867	0.5271389971
868	0.5270747416
869	0.5269891296
870	0.5269102261
871	0.5268416625
872	0.5267913896
873	0.5266988326
874	0.5266408153
875	0.5265634988
876	0.5265040622
877	0.5264376714
878	0.5263839518
879	0.5263352153
880	0.5262828226
881	0.526210594
882	0.5261373855
883	0.5260679398
884	0.5259797208
885	0.5259251725
886	0.5258587665
887	0.525761365
888	0.5256737252
889	0.5255952434
890	0.5255315595
891	0.5254537963
892	0.5253822278
893	0.5253095911
894	0.5252591304
895	0.5251919518
896	0.5251599685
897	0.5250709959
898	0.5250017709
899	0.5249320885
900	0.5248674853
901	0.5247916109
902	0.5247018742
903	0.524628195
904	0.5245681858
905	0.5244978338
906	0.5244272209
907	0.5243746805
908	0.5242980407
909	0.5242422613
910	0.5241678917
911	0.5240816262
912	0.5240024817
913	0.5239526664
914	0.5238982146
915	0.5238215998
916	0.523764185
917	0.5236995014
918	0.5236204437
919	0.5235467794
920	0.5234895528
921	0.5234341886
922	0.5233898193
923	0.5233115248
924	0.5232311981
925	0.5231694619
926	0.523103437
927	0.523058647
928	0.5229714647
929	0.5229023171
930	0.5228511253
931	0.5227812458
932	0.5227205352
933	0.5226554177
934	0.5225696092
935	0.5224951238
936	0.5224343278
937	0.5223824726
938	0.5223336335
939	0.5222665036
940	0.5222020293
941	0.5221354348
942	0.5220899242
943	0.5220299294
944	0.5219596038
945	0.521896078
946	0.5218341316
947	0.5217728843
948	0.5217225063
949	0.5216523174
950	0.5215942271
951	0.5215359178
952	0.5214694459
953	0.5214147204
954	0.521368969
955	0.5213164857
956	0.5212665945
957	0.5211821736
958	0.5210984267
959	0.5210402975
960	0.5209688559
961	0.5209129704
962	0.5208705737
963	0.5208118005
964	0.5207378379
965	0.5206565389
966	0.5205978148
967	0.5205384609
968	0.5204427164
969	0.520380535
970	0.5203097241
971	0.5202567847
972	0.520190256
973	0.5201424567
974	0.5200481935
975	0.5199772602
976	0.5199264099
977	0.5198472916
978	0.5197925262
979	0.5197230742
980	0.5196564368
981	0.5195961568
982	0.5195274616
983	0.5194433391
984	0.5193992944
985	0.5193267499
986	0.519260276
987	0.5191935658
988	0.5191356996
989	0.5190816962
990	0.5190130992
991	0.5189481569
992	0.5188781062
993	0.5188083269
994	0.5187418801
995	0.5186601727
996	0.5185953958
997	0.5185342238
998	0.5184536752
999	0.5183956568
